work_id,doi,title,year,era,time_role,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,decision,datasets,stages,organism,axis,method,abstract_missing,tag_source,why,in_global_core,stratum_champion_cells,added_for_coverage
work_932e9c86e6b77869,10.1103/6wgv-b9m6,Diverging network architecture of the C. elegans connectome and signaling network,2024,2024,sota,5,20,13,45,5,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,sota_2024_out_and_in,yes,organism:elegans|2024;dataset:DS01 C. elegans (White+)|2024,
work_938db2c7232708be,10.48550/arxiv.2509.17041,Towards Generalized Synapse Detection Across Invertebrate Species,2025,2025,,1,22,13,36,1,0,core_relevant,DS03 Drosophila larva,proofreading;synapses;infrastructure;acquisition,fly,pipeline_stage,U-Net;Synful partner prediction;volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,unproven_2025_low_inout,,stage:synapses|2025;method:Synful partner prediction|2025,yes
work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,2010–2015,history,187,9,13,100,2480,1,adjacent_relevant,DS01 C. elegans (White+),alignment;graph_analysis;modeling,elegans,pipeline_stage,two-photon;serial two-photon,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,axis:pipeline_stage|2010–2015;stage:graph_analysis|2010–2015;stage:modeling|2010–2015;stage:alignment|2010–2015;organism:elegans|2010–2015;dataset:DS01 C. elegans (White+)|2010–2015;method:two-photon|2010–2015;method:serial two-photon|2010–2015,
work_958be63650186414,10.1073/pnas.2505822122,"PyReconstruct: A fully open-source, collaborative successor to Reconstruct",2025,2025,,1,21,13,76,6,0,core_relevant,DS13 MICrONS,sectioning;alignment;segmentation;proofreading;acquisition,mouse,pipeline_stage,serial-section EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,unproven_2025_low_inout,,stage:alignment|2025;method:serial-section EM|2025,yes
work_9bbd63f1aa177d2c,10.1016/j.cois.2017.09.011,Learning from connectomics on the fly.,2017,2016–2017,history,17,26,13,57,47,1,adjacent_relevant,,segmentation;infrastructure,fly,pipeline_stage,volume EM,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_9bc341caddd144e5,10.3389/fncir.2019.00005,DVID: Distributed Versioned Image-Oriented Dataservice,2019,2018–2019,history,22,10,13,64,34,1,core_relevant,,segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,DVID,false,dryrun+stages+methods_registry,history_milestone,yes,stage:infrastructure|2018–2019;method:DVID|2018–2019,
work_9e3d9326ebd1b0f4,10.1101/2020.01.19.911453,Complete Connectomic Reconstruction of Olfactory Projection Neurons in the Fly Brain,2020,2020–2021,history,20,4,13,92,168,1,core_relevant,,infrastructure;graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_9ea9181c0d4620fd,10.1101/2020.08.21.260984,Whole-animal connectome and cell-type complement of the three-segmented Platynereis dumerilii larva,2020,2020–2021,history,21,21,13,78,47,1,core_relevant,DS22 Platynereis,segmentation,other,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,organism:other|2020–2021;dataset:DS22 Platynereis|2020–2021,
work_a03a07a6d277a87e,10.1016/j.conb.2019.04.001,Convolutional nets for reconstructing neural circuits from brain images acquired by serial section electron microscopy,2019,2018–2019,history,8,21,13,77,55,1,core_relevant,DS13 MICrONS,sectioning;synapses,mouse,pipeline_stage,serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_a1904fa7e0f72eb3,10.1038/s41593-019-0576-z,Whitening of odor representations by the wiring diagram of the olfactory bulb,2020,2020–2021,history,30,4,13,87,92,1,core_relevant,DS15 zebrafish,graph_analysis;modeling,zebrafish,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,stage:modeling|2020–2021;organism:zebrafish|2020–2021;dataset:DS15 zebrafish|2020–2021,
work_a20080c9846f5043,10.1016/j.patter.2023.100693,SynapseCLR: Uncovering features of synapses in primary visual cortex through contrastive representation learning,2023,2022–2023,history,0,16,13,20,2,1,core_relevant,DS13 MICrONS,segmentation;proofreading;infrastructure,mouse,pipeline_stage,volume EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_a83752a657d4ec4e,10.1038/nature13240,Space-time wiring specificity supports direction selectivity in the retina,2014,2010–2015,history,27,1,13,98,494,1,core_relevant,DS09/DS10 mouse retina,proofreading,mouse,pipeline_stage,EyeWire crowd proofreading;electron microscopy,false,dryrun+dataset_organism+stages+registry+title_abstract,history_milestone,yes,method:EyeWire crowd proofreading|2010–2015,
work_aa4ac55bf3d997c2,10.1016/j.cell.2020.08.010,The Mind of a Mouse.,2020,2020–2021,history,28,2,13,94,175,1,adjacent_relevant,,,mouse,,,false,title_abstract_organism,history_milestone,yes,axis:untagged|2020–2021,
work_ab4936e9fe95de49,10.1016/j.cell.2015.06.054,Saturated Reconstruction of a Volume of Neocortex,2015,2010–2015,history,94,7,13,98,1031,1,core_relevant,DS11 Kasthuri neocortex,proofreading;infrastructure,mouse,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,stage:infrastructure|2010–2015;organism:mouse|2010–2015;dataset:DS11 Kasthuri neocortex|2010–2015,
work_ab6b317a17285c28,10.1038/s41592-024-02226-5,RoboEM: automated 3D flight tracing for synaptic-resolution connectomics,2022,2022–2023,history,16,36,13,81,34,1,core_relevant,,segmentation;proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,stage:proofreading|2022–2023,
work_acbd113b39b3e9ee,10.1371/journal.pone.0266064,Synaptic counts approximate synaptic contact area in Drosophila,2020,2020–2021,history,10,10,13,51,20,1,core_relevant,DS03 Drosophila larva,acquisition,fly,pipeline_stage,volume EM,false,dryrun+title_abstract+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_ad4d87e6341de8b6,nan,An Error Detection and Correction Framework for Connectomics,2017,2016–2017,history,24,9,13,58,51,1,core_relevant,,segmentation;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_afad6093ed40df0c,10.48550/arxiv.2302.03819,The XPRESS Challenge: Xray Projectomic Reconstruction - Extracting Segmentation with Skeletons,2023,2022–2023,history,1,16,13,28,3,1,core_relevant,,segmentation;proofreading;graph_analysis;acquisition,mouse,pipeline_stage,XNH;volume EM,false,dryrun+title_abstract+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:XNH|2022–2023,
work_b0ddf4ae8c7faf63,10.1016/j.cell.2024.03.016,Neurotransmitter classification from electron microscopy images at synaptic sites in Drosophila melanogaster,2020,2020–2021,history,87,44,13,95,185,1,core_relevant,,graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_b1b5b863914460ab,10.1101/2024.12.04.624189,Cascades and convergence: dynamic signal flow in a synapse-level brain network,2025,2025,sota,2,13,13,61,3,1,core_relevant,,modeling,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,sota_2025_out_and_in,yes,,
work_b8f2f5617e12eb28,10.7554/elife.12059,Quantitative neuroanatomy for connectomics in Drosophila,2015,2010–2015,history,101,18,13,86,307,1,core_relevant,,proofreading;graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,stage:proofreading|2010–2015,
work_bb4463044f5b072c,10.1371/journal.pone.0038011,TrakEM2 Software for Neural Circuit Reconstruction,2012,2010–2015,history,44,0,13,100,975,1,core_relevant,DS01 C. elegans (White+),acquisition;proofreading,elegans,pipeline_stage,TrakEM2;electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,method:TrakEM2|2010–2015,
work_bdf6f3371610db4c,10.64898/2026.06.06.730367,ConnectoFM: A Foundation Model for Learning the Language of the Connectome,2026,2026,sota,0,33,13,35,0,1,core_relevant,,acquisition;alignment;segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,sota_2026_out,yes,axis:pipeline_stage|2026;stage:graph_analysis|2026;stage:infrastructure|2026;stage:proofreading|2026;stage:segmentation|2026;stage:acquisition|2026;stage:alignment|2026,
work_be3603a175b093a4,10.1101/2021.08.04.455162,Petascale neural circuit reconstruction: automated methods,2021,2020–2021,history,16,11,13,86,53,1,core_relevant,,sectioning;segmentation;infrastructure,mouse,pipeline_stage,volume EM,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_be884a73cedf8f72,10.1016/j.neuron.2023.09.043,The neuropeptidergic connectome of C. elegans,2022,2022–2023,history,28,27,13,97,133,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,organism:elegans|2022–2023;dataset:DS01 C. elegans (White+)|2022–2023,
work_c041abac1c482213,10.1101/2025.09.26.678851,Beyond Agreement: Standardizing Crowdsourced Synapse Annotations through Proofreading in EM Connectomics,2026,2026,sota,0,18,13,35,0,1,core_relevant,DS03 Drosophila larva,proofreading,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,dataset:DS03 Drosophila larva|2026,
work_c1d0772b3b89eba2,10.1038/s41598-019-55431-0,UNI-EM: An Environment for Deep Neural Network-Based Automated Segmentation of Neuronal Electron Microscopic Images,2019,2018–2019,history,9,22,13,70,41,1,core_relevant,,segmentation;proofreading;infrastructure,,pipeline_stage,Flood-filling networks;U-Net;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c264471fa138e632,10.1038/s41593-020-0607-9,Recurrent architecture for adaptive regulation of learning in the insect brain,2020,2020–2021,history,15,3,13,91,134,1,core_relevant,DS03 Drosophila larva,synapses;graph_analysis;modeling,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,dataset:DS03 Drosophila larva|2020–2021,
work_c295eac10773de92,10.1038/nmeth.3292,Ultrastructurally-smooth thick partitioning and volume stitching for larger-scale connectomics,2015,2010–2015,history,50,5,13,68,148,1,core_relevant,,preparation;sectioning;acquisition;alignment;proofreading,,pipeline_stage,Hot-knife partitioning;FIB-SEM,false,dryrun+stages+registry+title_abstract,history_milestone,yes,stage:preparation|2010–2015;method:FIB-SEM|2010–2015;method:Hot-knife partitioning|2010–2015,
work_c2c927525ced25b9,10.1016/j.cois.2022.100968,Connectomics and the neural basis of behaviour,2022,2022–2023,history,11,27,13,82,36,1,adjacent_relevant,,proofreading,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,2005–2009,history,75,0,13,100,954,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,Network motifs;electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,axis:pipeline_stage|2005–2009;stage:graph_analysis|2005–2009;organism:elegans|2005–2009;dataset:DS01 C. elegans (White+)|2005–2009;method:Network motifs|2005–2009,
work_c5ade922d4f4dd8f,10.1162/netn.a.26,Brain rewiring during development: A comparative analysis of larval and adult Drosophila melanogaster connectomes,2025,2025,sota,2,18,13,73,5,1,core_relevant,DS03 Drosophila larva,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2025_out_and_in,yes,,
work_c6b4755fa98e0894,10.1126/science.aay3134,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,2018–2019,history,98,27,13,97,307,1,core_relevant,DS12 L4 barrel cortex,acquisition;segmentation,mouse,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,stage:acquisition|2018–2019;stage:segmentation|2018–2019;organism:mouse|2018–2019;dataset:DS12 L4 barrel cortex|2018–2019,
work_c7e9554f3a7935e3,10.1101/037721,The wiring diagram of a glomerular olfactory system,2016,2016–2017,history,52,2,13,82,197,1,core_relevant,DS03 Drosophila larva,graph_analysis,fly,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,stage:graph_analysis|2016–2017;dataset:DS03 Drosophila larva|2016–2017,
work_c8b06e9c51abaf4e,10.3389/fnana.2022.760279,Automated Synapse Detection Method for Cerebellar Connectomics,2022,2022–2023,history,4,24,13,39,6,1,core_relevant,,synapses,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_c9c465720a1c8c5a,10.7554/elife.08206,Extracellular space preservation aids the connectomic analysis of neural circuits,2015,2010–2015,history,21,11,13,57,93,1,adjacent_relevant,,preparation;segmentation;infrastructure,,pipeline_stage,ECS-preserving fixation,false,dryrun+stages+methods_registry,history_milestone,yes,method:ECS-preserving fixation|2010–2015,
work_caed8e9015be8439,10.1101/143727,Conserved neural circuit structure across Drosophila larval development revealed by comparative connectomics,2017,2016–2017,history,31,6,13,70,90,1,core_relevant,DS03 Drosophila larva,sectioning;infrastructure;graph_analysis,fly,pipeline_stage,serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,method:serial-section EM|2016–2017,
work_cc31e996b2ec9309,10.1109/isbi45749.2020.9098489,Synaptic Partner Assignment Using Attentional Voxel Association Networks,2019,2018–2019,history,26,14,13,72,42,1,core_relevant,,synapses;acquisition,mouse,pipeline_stage,volume EM,false,dryrun+title_abstract+title_abstract_organism+stages+title_abstract,history_milestone,yes,stage:synapses|2018–2019,
work_cd465daed14f5ff7,10.3389/fnana.2016.00062,Progress Towards Mammalian Whole-Brain Cellular Connectomics,2016,2016–2017,history,7,25,13,54,41,1,adjacent_relevant,,preparation;acquisition;alignment,,pipeline_stage,volume EM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_ceb66b1db1935fdb,10.1038/s41593-024-01784-3,Predicting modular functions and neural coding of behavior from a synaptic wiring diagram,2024,2024,sota,3,23,13,89,26,1,core_relevant,DS15 zebrafish,graph_analysis;modeling,zebrafish,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2024_out_and_in,yes,stage:modeling|2024;organism:zebrafish|2024;dataset:DS15 zebrafish|2024,
work_cf9199d8b0ccf668,10.1038/nn.2868,High-accuracy neurite reconstruction for high-throughput neuroanatomy,2011,2010–2015,history,27,1,13,83,291,1,core_relevant,,preparation;acquisition;proofreading;graph_analysis,,pipeline_stage,KNOSSOS + RESCOP consensus;volume EM,false,dryrun+stages+registry+title_abstract,history_milestone,yes,method:KNOSSOS + RESCOP consensus|2010–2015,
work_cfa0e3eb48787eff,10.1038/s41586-019-1352-7,Whole-animal connectomes of both Caenorhabditis elegans sexes,2019,2018–2019,history,154,16,13,100,806,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,axis:pipeline_stage|2018–2019;stage:graph_analysis|2018–2019;organism:elegans|2018–2019;dataset:DS01 C. elegans (White+)|2018–2019,
work_d21c268780bf38d6,10.7554/elife.66018,"Information flow, cell types and stereotypy in a full olfactory connectome",2020,2020–2021,history,47,26,13,92,139,1,core_relevant,DS05 hemibrain,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,dataset:DS05 hemibrain|2020–2021,
work_d2598eb05d29450d,10.1007/978-3-030-87193-2_17,AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions,2021,2020–2021,history,8,17,13,67,27,1,core_relevant,,segmentation;proofreading;graph_analysis,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
